Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	TPA_HF.pEF_U10.1	TPA_HF.pEF_U10.2	TPA_HF.pEF_U11.1	TPA_HF.pEF_U11.2	TPA_HF.pEF_U16.1	TPA_HF.pEF_U16.2	TPA_HF.pEF_U2.1	TPA_HF.pEF_U2.2	TPA_HF.pEF_U24.1	TPA_HF.pEF_U24.2	TPA_HF.pEF_U4.1	TPA_HF.pEF_U4.2	TPA_HF.pEF_U5.1	TPA_HF.pEF_U5.2	TPA_HF.pEF_U8.1	TPA_HF.pEF_U8.2	TPA_HF.pEF_U9.1	TPA_HF.pEF_U9.2	TPA_HF.rEF_U30.1	TPA_HF.rEF_U30.2	TPA_HF.rEF_U34.1	TPA_HF.rEF_U34.2	TPA_HF.rEF_U37.1	TPA_HF.rEF_U37.2	TPA_HF.rEF_U39.1	TPA_HF.rEF_U39.2	TPA_HF.rEF_U42.1	TPA_HF.rEF_U42.2	TPA_HF.rEF_U46.1	TPA_HF.rEF_U46.2	TPA_HF.rEF_U48.1	TPA_HF.rEF_U48.2	TPA_HF.rEF_U53.1	TPA_HF.rEF_U53.2	TPA_Ctrl_U57.1	TPA_Ctrl_U57.2	TPA_Ctrl_U59.1	TPA_Ctrl_U59.2	TPA_Ctrl_U60.1	TPA_Ctrl_U60.2	TPA_Ctrl_U62.1	TPA_Ctrl_U62.2	TPA_Ctrl_U64.1	TPA_Ctrl_U64.2	TPA_Ctrl_U65.1	TPA_Ctrl_U65.2	TPA_Ctrl_U66.1	TPA_Ctrl_U66.2	TPA_Ctrl_U67.1	TPA_Ctrl_U67.2	TPA_Ctrl_U68.1	TPA_Ctrl_U68.2	TPA_Ctrl_U71.1	TPA_Ctrl_U71.2
"P60174;P60174-3;P60174-4;U3KQF3;U3KPZ0;U3KPS5"	"P60174;P60174-3;P60174-4"	"11;11;7;4;4;2"	"11;11;7;4;4;2"	"11;11;7;4;4;2"	Triosephosphate isomerase	TPI1	18.34180981	23.19923302	43.64465561	44.49142084	3.994857669	2.980615451	12.16889199	13.71035877	16.23166746	14.20746353	12.65722673	16.98875858	12.51348758	12.62638941	38.1807059	40.09399473	9.420155518	11.06525746	23.74747532	20.76339258	22.29604253	22.88031824	30.65088214	32.27844154	24.96176421	16.30047864	44.8456008	51.56283705	10.1196634	6.44543614	20.48368153	21.34695121	41.91408618	44.08904581	12.76668041	19.56434569	3.032885112	7.08433283	54.71634985	36.59820059	11.43375565	12.04471856	8.975225365	15.40273731	27.97579882	37.36585176	16.81884832	17.09656965	92.67134347	24.1462667	22.54806298	22.13148157	34.57628644	31.25833154
"P26038;A0A8V8TKR9;V9GZ54"	"P26038;A0A8V8TKR9"	"19;18;4"	"19;18;4"	"14;14;2"	Moesin	MSN	3.508648779	4.451413341	12.15749824	11.70595703	0.763358109	0.677094714	3.139415509	2.551138567	3.284444338	3.603557154	1.523920665	2.536398463	3.796564693	3.187519523	6.738093962	7.379369215	1.793987516	2.602994895	4.516206569	4.87647073	3.556321036	3.015565991	5.715161963	6.102262986	6.008719641	4.125011411	6.412777144	6.990460618	6.14823472	4.565832023	2.10540982	2.057026594	6.036660703	6.91950661	1.741150747	2.617301452	1.022756659	1.978054238	13.61359714	6.301648228	3.257162836	3.203685801	1.397745688	2.195991764	4.851720682	5.606447606	3.747536284	4.390928029	18.00881798	7.319728649	3.834841199	3.977339441	11.67219219	8.518436943
CON__Q04695	CON__Q04695	32	18	0		CON__Q04695	3.117282071	3.267614949	9.766367325	10.395751	1.232780477	0.525653809	0.922667245	1.080655308	4.099665002	4.802285991	1.858564402	1.627499013	3.931207486	2.37039065	3.515065315	3.296233416	0.914385313	1.691944127	4.637785454	2.411883235	6.18036751	6.632098344	3.039130381	4.216168702	1.49028351	1.428148875	8.330257315	5.992204753	16.68680129	15.3704184	2.454905816	1.985213112	8.186340366	7.599438663	4.642301192	11.24792775	37.18255351	68.38321174	4.341260842	3.371485953	9.2979085	9.598063449	2.778146131	5.96697752	0.659902721	1.12033286	2.378352563	1.744021406	26.96904201	8.288956869	29.36231979	30.05233093	0.49616863	0.921474658
"P07237;A0A7P0TA71;A0A7P0TA35;I3L4M2;A0A7P0TB26;A0A7P0T9U6;A0A7P0T8X1;A0A7P0TA97;I3L3P5;A0A7P0T9D6;A0A7P0T8J3;A0A7P0T9K9;I3L0S0;I3L514;A0A7P0T8C0;H7BZ94;H0Y3Z3;A0A7P0Z4S2;A0A7P0Z4J0;A0A7P0TAX9;B3KTQ9;A0A7P0TBP8;A0A7P0T9S9;I3L3U6;A0A7P0Z476;I3NI03"	"P07237;A0A7P0TA71;A0A7P0TA35;I3L4M2;A0A7P0TB26;A0A7P0T9U6;A0A7P0T8X1;A0A7P0TA97;I3L3P5;A0A7P0T9D6;A0A7P0T8J3;A0A7P0T9K9;I3L0S0;I3L514;A0A7P0T8C0;H7BZ94;H0Y3Z3;A0A7P0Z4S2;A0A7P0Z4J0"	"11;11;11;11;11;11;11;11;10;10;10;10;10;9;8;8;7;7;7;5;2;1;1;1;1;1"	"11;11;11;11;11;11;11;11;10;10;10;10;10;9;8;8;7;7;7;5;2;1;1;1;1;1"	"11;11;11;11;11;11;11;11;10;10;10;10;10;9;8;8;7;7;7;5;2;1;1;1;1;1"	Protein disulfide-isomerase	P4HB	1.411537598	1.464274341	16.14764391	13.96218493	0.337092816	0.420891134	1.099354062	1.401006809	1.041796074	0.444989647	0.526465894	1.466125692	1.42070998	0.989312891	0.619482492	0.685402187	1.880710124	1.80732742	1.517845235	1.239445218	0.852232403	0.844069975	2.054093048	1.99229366	1.052366235	1.151165993	5.419449205	7.444527338	1.71791817	1.28805627	0.552259536	0.673650765	6.244170035	6.355153908	0.217246752	0.571416926	0.916141873	1.197981556	5.668134696	1.772994749	1.486894619	1.665780695	0.931069831	1.402897096	2.736040266	3.984129018	1.866602397	2.848635266	21.47212888	4.98859727	2.312151446	2.721103355	4.898104921	3.712887809
"P11021;A0A7P0TAI0"	"P11021;A0A7P0TAI0"	"13;12"	"13;12"	"1;1"	78 kDa glucose-regulated protein	HSPA5	1.147775646	0.890949801	6.54976764	6.506288927	0.337389971	0.345339781	0.547319456	0.438025317	0.447044974	0.712541984	0.506794424	0.286752507	0.450689749	0.380005498	1.853990647	1.619859058	0.468615393	0.916114995	0.623176248	0.652817624	0.930430752	0.595676857	1.220940363	1.810992181	0.322374895	0.604615019	3.01549256	3.731806301	0.891988423	1.196999753	0.743229809	1.009323853	2.803361217	2.326781028	0.871757419	0.978428379	0.958714593	3.725711421	6.009741469	2.662856116	1.654137887	1.6853382	2.152921953	3.003968813	3.030851205	3.979914479	0.842931763	1.200352794	11.30602658	2.400447586	3.633043213	4.138545019	1.336314933	1.404294863
"A0A0A0MSI0;Q06830;A0A0A0MRQ5;H7C3T4;Q13162"	"A0A0A0MSI0;Q06830"	"12;12;4;2;2"	"12;12;4;2;2"	"11;11;3;2;2"	Peroxiredoxin-1	PRDX1	18.17709503	21.09836722	32.13026392	20.42764794	2.034350641	1.545632255	8.469203492	4.052291117	8.610890105	8.267908882	4.951168399	9.971416954	9.158209721	9.722189977	27.11151671	44.50559963	12.43682123	15.15148758	10.73785523	9.835353002	15.7932608	10.40515459	23.76559715	16.45988702	7.871260479	4.290535376	13.72676504	13.59206931	19.39476147	11.95092345	7.67003875	10.39048852	13.10739978	7.722408598	12.17701291	18.91721334	4.116970887	14.81647321	25.41111851	24.17843612	4.073547145	4.526026206	7.48238943	11.66448916	16.18321801	19.51231682	19.2622939	16.28801165	27.37650847	17.07921841	19.92708804	26.19514328	13.07882936	13.56971501
"P13727;P13727-2;H0YCG3"	"P13727;P13727-2"	"7;6;1"	"7;6;1"	"7;6;1"	"Bone marrow proteoglycan;Eosinophil granule major basic protein"	PRG2	9.671448255	11.9988852	9.414795288	9.136186121	4.698807651	6.577486588	19.7808474	19.55076129	21.93151247	23.67275957	3.048586551	5.279883216	30.88594961	26.10579929	15.97471828	11.52700022	3.171890031	4.561481509	23.82393459	15.90427499	27.91370948	27.22429103	16.83410156	18.08088653	21.73507581	22.23198334	13.9212798	13.66304136	18.81739173	25.28693969	16.53670544	17.09994985	14.35682434	16.96849199	31.64402131	61.83455052	3.816453774	10.50579447	40.57740614	31.23286051	5.208995538	5.489031415	2.3280517	5.304554524	14.4464223	12.10375969	10.6221253	13.15529895	44.2741329	11.52468108	8.902760934	8.303357952	35.57085371	28.1690942
"P42785;E9PNF7;P42785-2;B7Z7Q6;A0A7P0Z451;A0A7P0TB23;E9PLY4;B3KR26;E9PQB5;E9PL85;E9PKN6;E9PNJ1;E9PL49"	"P42785;E9PNF7;P42785-2;B7Z7Q6;A0A7P0Z451;A0A7P0TB23;E9PLY4"	"10;9;9;8;6;6;5;4;4;4;4;3;2"	"10;9;9;8;6;6;5;4;4;4;4;3;2"	"10;9;9;8;6;6;5;4;4;4;4;3;2"	Lysosomal Pro-X carboxypeptidase	PRCP	8.946454265	9.617862444	2.736830039	2.785472324	1.2411637	0.796219368	5.245355994	5.780569521	2.704882022	2.851985951	1.949246316	3.779829025	4.226468893	4.386496185	5.415318538	4.156537626	8.073880574	8.225237223	8.136807906	6.794532946	5.646503227	6.542345589	5.023914755	5.816651383	13.39440196	7.516357513	2.847891775	4.585214601	1.673624614	1.642741246	4.830330567	4.936708856	3.526833455	4.609178894	2.329485297	5.567715687	0.620661999	2.098760535	25.59973473	11.09675936	6.183499917	5.820501225	1.061848032	1.408246817	4.737860734	5.44676643	4.18886901	3.858648056	10.07192356	2.160394495	4.632120188	4.442531278	4.611338178	3.505150015
Q07075	Q07075	30	30	30	Glutamyl aminopeptidase	ENPEP	14.49856374	16.66802106	20.84711744	19.29679034	1.143149419	1.225921151	3.97597825	3.025877844	3.238170471	2.96834357	16.95215618	25.54056645	6.531455809	5.166998893	6.253198143	6.980774847	6.837387509	6.251381102	8.007981737	5.597816961	9.369281722	9.617238914	10.8327514	12.06506325	30.58312728	19.77020486	6.221317624	6.213616087	0.568781436	1.086546512	5.914139411	6.602673773	6.315355621	6.086715285	4.74631138	7.21093405	2.369791567	6.314284562	4.380045471	4.470672439	5.53839285	5.821831497	0.449929624	0.356405073	2.382088282	2.879566196	10.23569232	10.97000103	6.75869829	1.879754404	20.37028518	20.28344606	3.157519537	2.352595895
"O00560;B4DHN5;E9PBU7;O00560-3"	"O00560;B4DHN5;E9PBU7;O00560-3"	"10;8;8;8"	"10;8;8;8"	"1;0;0;1"	Syntenin-1	SDCBP	17.05821012	21.15383835	15.60939278	12.69945918	10.23613722	9.705729045	26.38042557	27.79842414	21.50754532	20.51171088	5.666861754	12.69334434	18.57371091	13.92442051	30.41446651	34.41675166	23.55171471	23.08366008	18.71524	21.11515536	35.91601477	32.72980681	23.25587272	24.31240717	53.87251693	33.3381655	5.556387898	10.25771951	7.943074803	6.883378709	18.44549456	12.51006378	12.65110676	8.016696616	12.75099872	33.22453681	6.780074488	17.3833602	117.6853382	42.28292903	12.53533259	10.19852467	6.896365182	9.54881798	26.50726062	25.64340637	14.36803449	15.03680069	37.96234452	9.26905333	10.44869907	10.52806167	21.53640815	16.05331319
P15311	P15311	16	11	11	Ezrin	EZR	3.617475669	2.918714528	5.937674347	6.248259544	0.566468146	0.217558639	4.088311779	3.38674516	4.241359278	3.937482041	1.727063155	1.587820353	3.724399009	3.814119132	8.481401731	8.927394714	4.079033263	4.308811821	4.413905939	3.82335722	3.544807679	4.8420522	5.854484423	8.329041154	8.89914083	5.297080851	3.4618173	7.752949798	2.865345955	3.677903809	2.806683845	3.991683787	7.01875124	6.150462053	2.105873894	4.435025116	0.906324381	2.080726023	13.32016374	7.57124997	0.829441626	0.780394421	1.197796307	1.080595507	3.584743756	6.224230451	3.826172683	3.592793261	17.80679405	5.076863536	1.256034881	2.904747239	5.162962808	7.112022317
"A0A804HJ17;O14773;A0A2R8YGD1;O14773-2;A0A2R8Y7U1;A0A2R8YD45;A0A2R8Y7I4;A0A2R8YD72;A0A2R8YDY1;A0A2R8YE64;E7EV34"	"A0A804HJ17;O14773;A0A2R8YGD1;O14773-2;A0A2R8Y7U1;A0A2R8YD45"	"9;9;8;8;7;7;4;2;2;1;1"	"9;9;8;8;7;7;4;2;2;1;1"	"9;9;8;8;7;7;4;2;2;1;1"	Tripeptidyl-peptidase 1	TPP1	14.13217428	20.97681164	6.867325441	7.528488406	1.969259803	2.499614195	5.172364612	5.716589706	1.488970791	2.583797926	1.382207008	3.583054481	3.390181851	2.927026864	2.954556035	4.482551907	4.780900546	6.396235228	9.191348605	8.960642287	6.267643765	7.316813298	8.567732157	10.58145461	3.426787354	5.569402953	2.753953746	4.115477535	2.703144919	3.066239762	3.931269093	5.49180083	3.630069723	1.195849239	6.825568901	13.29945875	6.542771817	17.97051048	13.41095272	6.232904631	8.913730176	10.19405807	1.008504535	2.576948857	2.198735393	3.475056093	4.425615763	6.893401671	5.368350665	1.482532384	7.978259046	9.04848193	3.756890729	3.824649269
"P09211;A8MX94;A0A087X2E9;A0A2R8Y5E5;A0A087X243"	"P09211;A8MX94"	"9;7;4;1;1"	"9;7;4;1;1"	"9;7;4;1;1"	Glutathione S-transferase P	GSTP1	9.15433562	13.41317305	83.01593717	83.7353898	4.047925085	4.096125413	11.99007309	8.80349726	5.792961505	6.828966607	2.197525111	4.462681678	7.240373731	3.987086348	19.21461914	16.14748783	11.90293136	9.766596451	18.15283826	15.19237707	20.56463314	16.99215108	19.24058875	26.60790277	11.98156968	6.725934817	48.56356097	62.83405231	11.5214824	11.92506221	13.57904875	13.32483257	57.08447831	57.98327869	11.55178119	13.8961825	3.349997164	9.105369058	49.11244621	17.20704809	17.01615391	11.23379145	4.529742219	6.598131679	26.73690324	32.03595704	14.40310583	13.1991887	157.6260513	44.74113086	21.43904363	21.37278899	22.39810303	20.59096656
"A0A075B6P5;P01615"	"A0A075B6P5;P01615"	"3;3"	"3;3"	"1;1"	Ig kappa chain V-II region FR	IGKV2D-28	166.0446033	185.2637412	80.8801697	79.93830861	198.9949093	185.4347264	269.1789435	307.4536641	83.2875483	79.14310322	235.0394789	342.9355035	845.1214599	796.1278084	40.82475647	42.24646418	169.7976097	198.4367106	343.8210753	271.4523698	688.537177	731.0290122	219.78027	246.9710808	50.05772485	198.5872017	249.626139	295.6366154	34.10498829	31.75229627	141.096999	143.9733464	246.9186404	259.4844226	129.3946208	208.1266156	108.0570059	69.98351696	28.36133921	128.7543409	89.57507245	111.4580715	95.5040014	43.27321204	166.1746017	216.0273071	219.6414334	244.3191796	9.167848622	102.13505	145.1407737	135.0082998	207.4445823	170.4094469
"P08294;M0R1V4"	P08294	"8;1"	"8;1"	"8;1"	Extracellular superoxide dismutase [Cu-Zn]	SOD3	31.98405935	33.27442286	3.477526109	5.855324304	8.559391688	6.033961646	58.77668659	51.58389604	25.96308188	18.61561661	25.90866255	37.56406235	106.4107178	100.0624519	29.51622835	20.49986275	47.04622593	57.165287	59.49110199	48.77444661	34.37429849	35.63492432	25.70583032	23.4763622	47.1958246	30.60438812	46.83159425	54.17586448	23.02850907	18.47466468	25.9203353	22.17989615	41.95080348	48.2255848	4.938568968	4.177080675	1.858723221	5.664056873	58.35678405	40.13424065	5.32739904	3.487874922	1.677349765	4.319370949	37.47311013	45.18274111	8.477184201	17.27477384	15.99082878	9.702674208	21.41313302	20.81160496	19.79610336	18.44424805
P12273	P12273	12	12	12	Prolactin-inducible protein	PIP	5.792988039	6.517564823	6.883661165	6.707904357	6.15196001	3.32170923	86.49447059	92.19254154	23.54610886	22.91462357	4.604702233	8.79923939	16.50823465	16.60497496	47.707152	46.31632663	127.3582076	148.6406495	22.37267999	18.52906775	64.34840636	67.15324605	14.61194403	14.80267393	18.56294813	16.61238735	5.573998498	8.001285568	4.89484483	6.022677874	21.00656966	22.92664485	7.23470626	7.455122758	29.48277518	41.12026464	18.95822273	49.22795593	30.69077798	12.39382979	25.83737217	23.97173445	1324.431702	2211.906031	17.76030525	20.93470496	8.053194647	13.590649	68.91047409	16.88397464	22.32209474	20.64566589	15.31567827	8.809954244
Q9UBG3	Q9UBG3	22	22	22	Cornulin	CRNN	13.5495566	18.70115253	101.8874502	105.1923116	1.720680286	2.008711094	11.99057791	12.67016306	1.15016488	0.801519212	4.068917365	4.916714503	1.039145157	1.231390664	1.842361504	1.319693263	16.68176634	19.59406112	4.33114775	3.735304605	1.858820098	2.067367753	23.95136715	27.92733137	0.761560169	1.880016528	59.24129192	66.35463209	9.542168605	14.52880129	5.132295083	4.856971376	57.32411988	61.46401487	0.647030607	1.192869279	0.91489445	2.023907761	205.873751	16.66516619	1.176570276	1.168639756	0.214055041	0.800081298	38.43408289	49.44536021	15.10196556	16.47388043	233.9458889	49.26706	2.816926196	2.832855102	1.835944916	1.388258438
P06702	P06702	9	9	9	Protein S100-A9	S100A9	128.6509652	163.1066607	1066.857509	1083.804741	81.86830172	64.69935827	55.0759226	60.46733166	26.15920523	16.0139459	91.50223646	126.264898	20.12061295	16.99066039	72.51100342	89.37199393	118.4407016	64.95878216	267.923464	286.2930685	41.92776441	40.18919607	213.1756626	228.8617126	14.48784075	12.06870889	805.0058187	886.0399962	280.1156647	281.4393958	42.82507674	41.75892408	764.008597	805.2374845	44.7706412	38.01336714	23.11877259	46.2955627	131.8586378	375.2593914	407.9142301	495.6165169	116.7612811	187.952859	336.5343036	399.4784416	374.1488785	333.0695476	198.9994716	732.7944901	354.7778252	375.3215203	564.920411	463.4306969
"P07737;K7EJ44;I3L3D5"	P07737	"8;3;3"	"8;3;3"	"4;2;2"	Profilin-1	PFN1	10.03060421	17.57669899	193.2174433	199.0677577	10.23607796	9.749388416	21.40085241	20.41621545	8.946143004	6.767321011	4.373202413	6.253263171	34.51236247	37.32426852	21.88751938	23.36356524	11.98030797	18.84442408	54.22373155	35.25986691	25.54284858	26.36818649	19.52533692	24.03639006	9.251510895	3.938413333	74.35187722	96.48519406	20.45704162	30.81497974	14.89291982	5.540364722	87.33088978	95.77848358	7.824188297	13.83073026	2.109888919	5.97381597	84.41130164	48.69698822	62.9094963	58.31319161	12.05876422	21.65359373	43.92622835	57.17845282	34.25656447	40.93322828	36.69210613	18.35214133	30.72135597	26.77185936	106.3437476	92.78399294
"P11279;P11279-2"	"P11279;P11279-2"	"6;5"	"6;5"	"6;5"	Lysosome-associated membrane glycoprotein 1	LAMP1	9.307697658	10.41315368	13.77986614	13.57591925	2.525293058	2.315147436	8.051907152	5.474657365	7.754676385	6.824903345	6.636770362	9.74929107	5.155209412	4.976674613	28.52831738	28.09646683	13.08534782	15.27658371	7.321978602	5.936526336	3.127502045	8.069887123	7.58914871	8.371437067	20.55984895	11.97987893	10.84212971	13.47969632	8.047599265	8.05342977	8.173206712	8.221198534	11.75861012	11.68212594	15.30861137	18.15322905	4.155296633	12.76798451	5.704835322	20.18560518	3.842419859	3.341030162	1.580403661	1.85918129	7.245367942	9.470166581	10.6174046	9.687810383	6.9309001	7.410340326	13.86078889	13.04375312	8.909711795	7.355685069
Q15113	Q15113	14	14	14	Procollagen C-endopeptidase enhancer 1	PCOLCE	11.48550854	11.07303281	3.844635482	3.988014364	14.80311089	14.66072984	32.35545719	31.30920029	17.92245868	20.66423864	25.79504067	44.30801542	37.86340851	41.35928588	20.64652078	14.30706167	13.45823854	15.34662823	22.9669341	18.16345723	21.97188121	24.71865982	20.28245573	25.23872543	38.79793447	21.45037252	13.26023307	14.57368528	5.617621179	5.873170015	11.59941701	6.337938612	14.92041495	12.96321677	8.144768854	13.3183203	3.44479585	9.688356328	31.4945367	17.97961479	20.44515108	21.63117282	0.498612615	15.25254846	11.30534165	14.29774179	9.848296559	9.650479178	26.58991391	4.628812964	7.09696252	6.401428788	13.84510413	12.06652941
"Q9HAT2-2;Q9HAT2"	"Q9HAT2-2;Q9HAT2"	"11;11"	"11;11"	"11;11"	Sialate O-acetylesterase	SIAE	9.174187546	10.79453706	4.75396673	5.118006773	2.686245796	2.136219548	6.55304945	5.93854116	4.092775908	4.445164405	3.96960811	6.106772087	6.566162133	7.642537499	8.100659624	8.288740036	7.63040873	7.350513917	11.55709559	9.23668455	9.793036092	10.34227827	6.897321841	7.808668563	10.49354241	10.26074278	3.699228705	1.690916857	1.81262512	1.567360493	4.74179024	5.073674	4.898514123	4.886585434	4.363984298	7.418472098	2.729244921	5.878872776	16.90733612	6.639835944	8.322519802	6.290834694	0.686358139	0.832574807	6.055607244	7.482848901	6.763758923	6.442253879	15.22488024	5.07254295	4.663145175	3.707737226	6.760946101	6.578105392
"A0A8Q3SJ15;A0A8Q3SIX1;E5RHN3;A0A8Q3SJ74;Q8TDQ0-2;Q8TDQ0"	"A0A8Q3SJ15;A0A8Q3SIX1;E5RHN3;A0A8Q3SJ74;Q8TDQ0-2;Q8TDQ0"	"4;4;4;4;4;4"	"4;4;4;4;4;4"	"4;4;4;4;4;4"	Hepatitis A virus cellular receptor 2	HAVCR2	60.64517547	70.13665352	20.79377894	21.21172497	21.38733666	23.32689961	61.90501301	59.56145151	56.57745446	54.21838249	32.33742877	51.01662727	59.88128813	61.43003903	100.5391686	106.4703376	69.72515213	81.24712834	58.36028672	50.37560989	73.75898972	77.81594562	79.41276808	82.66022882	163.3906967	103.2823712	54.47785194	103.8568402	5.395631945	2.888759556	33.30534762	18.69258249	90.40506573	54.10846847	56.17450301	145.7679904	19.11682399	60.83988834	50.44122455	119.8396909	102.7585186	82.12167584	4.908812642	6.332906642	46.23806295	34.53209898	46.35440466	30.7171968	117.2977373	40.64337943	41.90942977	39.31332886	82.87136324	55.14861728
"P14384;F8W111;F8VVI6;H0YHN7;F8VR29;F8VU13"	"P14384;F8W111"	"10;6;4;4;1;1"	"10;6;4;4;1;1"	"10;6;4;4;1;1"	Carboxypeptidase M	CPM	3.009606294	5.994729276	0.616360014	1.334309499	2.101913307	2.112423138	10.60168526	10.39802983	6.724326124	6.639259997	3.68614266	5.943768058	6.625676103	6.314784393	8.341368827	8.043766205	2.887956188	3.987723036	6.50690782	6.838627702	11.5977191	14.26579258	6.969381636	5.775214244	11.99264362	12.06841878	5.258623438	6.504346987	4.730974361	3.735335187	6.336330634	6.351439869	4.774876489	4.226306661	3.427152648	6.794761083	1.429301042	4.590302189	33.95853106	13.61884989	2.249769554	3.807999252	0.719690542	1.855902025	5.483601928	7.270811806	1.762458405	1.780149475	5.728824835	2.054939818	1.502309387	0.948921391	4.175021139	4.379671694
"P09467;A0A3B3IUC7;A0A804HJK9;Q5VZC3"	"P09467;A0A3B3IUC7"	"12;9;5;3"	"12;9;5;3"	"11;8;5;3"	Fructose-1,6-bisphosphatase 1	FBP1	8.889719394	10.13892165	4.830412249	3.581483784	0.602443066	0.438992584	5.948462294	5.77833847	3.583735008	5.06783426	3.165973599	6.155830499	3.371585815	5.711206301	11.61773076	11.13735706	1.381864305	2.35858195	5.423546587	2.965419409	7.978528723	6.056761948	13.33027652	17.589119	5.168090891	3.025131193	3.582766538	3.500395028	4.20433066	2.904215234	6.742242233	6.554504855	3.700816478	3.366970987	5.886085058	10.72121748	0.841232321	0.976458105	31.92944382	15.66915605	4.487842369	4.232647782	2.341086998	2.104633291	4.2765256	5.750367178	4.007673538	4.246260368	4.569657422	1.477989896	5.021522493	8.009149888	8.637511191	6.010794499
"P09603;E9PJA2;P09603-2;P09603-3;E9PKP4;H7BY18;E9PQ08"	"P09603;E9PJA2;P09603-2;P09603-3;E9PKP4"	"9;7;7;6;5;4;4"	"9;7;7;6;5;4;4"	"9;7;7;6;5;4;4"	"Macrophage colony-stimulating factor 1;Processed macrophage colony-stimulating factor 1"	CSF1	8.62375236	11.60279001	3.679191038	3.739250755	4.066474848	3.902579807	13.70804699	11.28423662	4.115503282	7.296295505	6.442642986	8.537117156	10.27098436	9.845185325	9.229587819	8.711095558	6.164743368	6.858142973	10.50979427	8.600194153	11.89292352	12.30084445	9.053169211	9.468799148	25.85786305	15.3243899	9.534902042	10.12159037	1.375931614	1.152808709	5.05323414	4.804825003	7.792810624	7.66682026	7.839628121	6.895825364	3.588226179	10.4610607	20.10892934	7.51735788	15.33113602	15.40839833	1.286430134	1.312533196	9.879047918	11.43224727	6.463952888	6.569589476	14.2825987	3.826677587	5.4424526	5.293013442	12.25333851	9.806858728
"A0A8Q3SI37;A0A8Q3SI95;P02748;A0A8Q3SI39"	"A0A8Q3SI37;A0A8Q3SI95;P02748;A0A8Q3SI39"	"8;8;8;6"	"8;8;8;6"	"6;6;6;5"	"Complement component C9;Complement component C9a;Complement component C9b"	C9	2.023734935	2.385201561	1.4629974	1.282720638	3.21325859	2.231333514	4.102634506	3.682257824	0.526616069	1.026784683	2.241733652	2.349327196	3.168931813	2.638965746	4.600940595	5.037466212	4.503733126	3.617591161	2.376033089	1.322918757	1.40375742	1.274191955	2.033521705	2.064288714	7.200390328	6.583355966	1.382783963	1.183739057	1.413075869	0.698904453	1.528306771	1.378673155	1.015455082	0.953191249	0.401197371	0.531568945	1.373394743	2.696198962	2.29199235	3.601623079	0.667250195	0.550942042	4.610635465	6.805045562	4.148971411	5.29368228	2.489431498	2.299216686	1.334868305	2.615332674	1.451757697	0.354191774	4.272904873	3.622456526
"P14923;C9JTX4;C9J826;C9JK18;C9JKY1;C9JPI2;A0A2R8Y750;A0A2R8Y7Z0;A0A2R8YCH5;B4DGU4;A0A2R8Y5Z1;A0A2R8Y804;K7ERP3;A0A2R8Y5C3;A0A2R8Y543;A0A2R8Y5A3;P35222;A0A2R8Y6G0"	P14923	"26;9;9;9;9;2;2;2;2;2;2;2;2;2;2;2;2;1"	"26;9;9;9;9;2;2;2;2;2;2;2;2;2;2;2;2;1"	"26;9;9;9;9;2;2;2;2;2;2;2;2;2;2;2;2;1"	Junction plakoglobin	JUP	2.724464202	3.084174907	13.50540259	12.78055513	0.721529348	0.308387403	0.758580309	0.521497825	1.91962961	2.422008928	0.409056906	0.636215942	0.672268547	0.354167291	1.176788517	1.227589507	1.482092758	2.548530246	0.506521831	0.340958693	0.820369028	0.758057449	2.50422679	2.108282927	0.858620796	0.795439638	12.19297995	13.22083696	10.34972297	10.01902967	1.747584836	1.560363073	12.42817471	11.82160078	2.345652874	4.082700288	2.218574541	5.214521781	7.114839775	1.885608412	0.657227485	1.311650948	2.834845091	3.339318723	3.018789259	4.095213195	3.268662847	3.530721024	21.95826374	4.004466302	12.69705349	14.05104118	0.626974775	0.813341949
